Student_ID,CGPA,DSA_Score,System_Design_Score,DBMS_Score,OOP_Proficiency,Cloud_DevOps_Score,Web_Dev_Score,Problem_Solving_Rating,Aptitude_Score,Communication_Rating,Teamwork_Score,Github_Projects_Count,Internship_Duration_Months,Certifications_Count,Hackathons_Participated,Mock_Interview_Score,Domain_Specialization,Curriculum_Updated_Year,Skill_Gap_Index
CSE_0489,9.75,60,54,77,84,34,5,1329,87,3,25,0,12,4,8,56,FullStack,2019,13.11
CSE_0490,9.45,66,3,54,60,59,22,1486,100,1.2,99,0,7,0,8,15,DevOps,2020,42.73
CSE_0491,7.28,5,23,26,8,5,63,1728,52,3.9,18,15,10,5,3,27,FullStack,2018,4.57
CSE_0492,8.1,8,33,92,5,68,86,1028,99,3.5,80,8,12,4,8,85,FullStack,2020,0
CSE_0493,6.39,5,29,52,34,85,42,2049,35,4.9,44,12,9,2,2,81,Cybersecurity,2020,0
CSE_0494,5.94,72,81,38,38,57,22,1395,67,3.2,25,9,5,1,4,21,AI_ML,2018,1.86
CSE_0495,7.32,94,18,64,21,48,95,1234,35,2.3,21,6,0,2,8,40,FullStack,2019,28.89
CSE_0496,6.77,31,30,16,40,22,29,1681,51,3.1,57,12,9,1,5,75,FullStack,2020,3.87
CSE_0497,7.92,40,59,29,4,88,76,1820,52,4.9,62,10,4,3,2,18,Cybersecurity,2021,0
CSE_0498,5.39,75,59,52,41,33,17,1201,81,3.8,27,12,6,0,8,88,FullStack,2020,0
CSE_0499,9.87,7,18,12,86,25,86,1421,49,3.7,64,3,12,0,5,49,DataEngineering,2019,20
CSE_0500,9.93,71,48,20,80,46,78,887,79,2,43,5,5,3,3,58,AI_ML,2023,4.21
CSE_0501,8.49,49,62,18,75,4,96,1383,40,4,99,0,12,4,3,68,DataEngineering,2024,5.09
CSE_0502,7.68,91,82,52,86,89,20,2365,17,4,42,6,12,3,7,33,DevOps,2018,0
CSE_0503,6.55,61,21,18,79,19,56,1108,21,2.3,36,11,11,5,6,38,AI_ML,2023,0
CSE_0504,9.07,83,23,56,66,5,22,1705,65,2.9,65,14,8,3,0,73,DevOps,2019,0
CSE_0505,8.42,61,75,24,29,69,90,1142,20,2.2,16,15,7,1,5,6,FullStack,2022,0
CSE_0506,5.81,6,29,85,56,58,44,1235,99,2,39,5,3,5,7,100,Cybersecurity,2024,23.77
CSE_0507,9.55,74,57,30,85,63,43,976,43,1.1,37,3,12,3,2,51,DataEngineering,2023,0
CSE_0508,9.11,83,30,80,72,17,81,938,46,2.1,84,6,10,0,8,59,DevOps,2020,5.24
CSE_0509,9.75,79,99,54,28,3,87,993,38,3.2,60,2,11,2,1,51,FullStack,2024,0
CSE_0510,8.63,3,63,22,36,16,46,2009,28,1,8,0,4,1,5,78,DataEngineering,2020,44.84
CSE_0511,8.07,5,18,31,86,13,39,2041,53,2.1,76,3,6,1,0,23,DataEngineering,2018,48.87
CSE_0512,7.09,57,47,61,12,77,50,1987,89,4.5,74,2,7,4,1,25,DevOps,2020,15.25
CSE_0513,9.66,21,44,73,31,12,41,1984,84,3.4,60,0,4,2,4,89,FullStack,2024,28.2
CSE_0514,9.33,25,99,9,45,6,6,1742,16,3.4,79,1,8,1,0,89,Cybersecurity,2021,10.38
CSE_0515,5.23,2,93,99,22,43,49,1324,79,2.6,15,10,9,3,7,9,DevOps,2021,10.99
CSE_0516,5.13,40,54,71,44,14,47,1865,59,3.7,1,4,11,1,0,16,DataEngineering,2023,13.64
CSE_0517,6.88,59,54,53,16,18,83,1714,30,1.8,71,14,3,1,8,77,DataEngineering,2019,6.41
CSE_0518,9.05,13,96,51,84,62,90,1009,72,4.3,42,7,3,1,2,1,AI_ML,2018,15.73
CSE_0519,9.94,74,17,19,65,34,5,1540,94,1.5,41,0,12,4,1,76,FullStack,2022,15.73
CSE_0520,5.75,81,62,31,100,80,90,1661,77,3.6,76,3,7,1,0,26,AI_ML,2023,8.19
CSE_0521,7.97,11,91,13,5,34,8,2098,48,2.4,56,13,0,1,8,72,Cybersecurity,2019,18.46
CSE_0522,6.9,86,46,49,17,18,56,1753,100,4,80,3,7,4,3,70,DevOps,2018,10.32
CSE_0523,9.85,11,74,27,93,19,30,2102,1,3.2,87,4,4,5,0,47,DataEngineering,2024,22.08
CSE_0524,9.21,12,56,52,21,99,20,2074,47,2.8,66,6,12,2,0,73,FullStack,2018,1.26
CSE_0525,9.19,24,44,23,32,34,89,2133,13,1.7,29,12,10,5,6,8,DataEngineering,2024,0
CSE_0526,7.34,44,32,78,29,31,39,1632,58,3.5,12,11,0,0,1,85,AI_ML,2023,8.44
CSE_0527,7.07,18,16,21,80,47,44,939,96,4.9,18,7,3,4,6,22,AI_ML,2019,28.68
CSE_0528,6.37,54,69,29,31,43,76,1591,98,4.3,6,14,1,4,6,70,DevOps,2019,0
CSE_0529,5.28,99,3,62,41,23,48,1345,57,1.2,8,5,3,1,8,72,FullStack,2020,31.07
CSE_0530,9.32,44,19,3,77,60,86,1816,57,2.5,82,0,7,1,6,26,FullStack,2022,33.3
CSE_0531,9.06,7,46,76,9,16,19,2353,50,4.7,53,6,4,0,0,87,DevOps,2021,14.16
CSE_0532,10,92,90,58,35,70,100,856,83,3,85,2,0,1,7,92,AI_ML,2020,6.04
CSE_0533,9.98,52,14,86,33,49,91,911,1,3.6,81,14,6,3,7,80,AI_ML,2018,0
CSE_0534,7.78,54,69,7,72,64,16,804,40,4.7,60,12,0,1,3,83,AI_ML,2022,0
CSE_0535,8.84,31,46,81,27,98,27,2233,82,4.5,86,12,8,1,7,70,DataEngineering,2022,0
CSE_0536,9.72,50,77,11,10,31,40,2237,100,3,1,12,2,3,3,42,Cybersecurity,2019,0
CSE_0537,9.25,43,74,30,77,35,65,2005,81,2.8,49,5,11,0,7,6,AI_ML,2022,6.88
CSE_0538,6.24,81,8,77,38,12,24,1836,15,2.4,74,14,2,3,4,91,Cybersecurity,2023,0
CSE_0539,7.25,69,89,33,46,69,57,2162,3,3.9,30,15,5,4,3,82,Cybersecurity,2022,0
CSE_0540,5.65,17,15,81,18,57,40,2082,11,2.1,32,7,9,3,5,62,FullStack,2018,26.41
CSE_0541,9.77,82,68,97,14,13,5,889,28,2,77,6,5,2,1,83,DevOps,2023,5.69
CSE_0542,8.03,21,60,74,27,36,74,1415,6,2.4,79,15,12,4,1,43,DataEngineering,2023,0
CSE_0543,6.14,36,9,75,23,78,37,1690,13,1.7,10,9,10,1,1,38,Cybersecurity,2020,12.17
CSE_0544,8.36,95,49,48,71,67,5,1497,11,3.8,32,5,10,4,8,39,DataEngineering,2022,0
CSE_0545,8.09,55,2,78,8,39,44,2073,98,3.5,6,8,5,0,2,6,FullStack,2019,23.76
CSE_0546,6.79,58,76,56,46,58,74,2078,4,2.9,30,8,12,0,3,69,AI_ML,2024,0
CSE_0547,5.57,2,93,94,32,79,13,1697,80,2.6,47,0,0,3,7,24,Cybersecurity,2020,50.61
CSE_0548,8.36,27,69,92,61,91,65,1770,31,4.6,46,0,4,4,3,58,DevOps,2019,19.67
CSE_0549,7.6,73,80,25,96,15,39,1931,73,1.1,77,0,11,1,6,12,FullStack,2022,21.98
CSE_0550,8.86,34,50,17,18,61,2,1467,42,4.1,91,7,5,0,4,85,DataEngineering,2020,0
CSE_0551,7.6,60,18,95,66,3,98,1393,80,4.6,52,11,7,5,8,80,AI_ML,2022,0
CSE_0552,9.26,92,41,85,73,44,96,1388,68,2.8,79,12,12,1,3,85,DataEngineering,2018,0
CSE_0553,7.76,53,34,37,39,89,23,1284,44,3.2,18,13,0,5,2,97,DevOps,2020,0
CSE_0554,7.8,62,45,80,46,27,18,1781,8,4.8,80,11,4,2,1,61,Cybersecurity,2019,0
CSE_0555,9.38,78,25,86,64,95,17,1771,48,1.8,89,13,2,5,0,7,DevOps,2018,11.77
CSE_0556,7.02,96,68,87,28,65,63,2081,32,3.1,5,9,1,0,5,44,DataEngineering,2021,0
CSE_0557,5.67,6,92,49,49,30,87,1438,99,2.9,48,6,10,3,1,17,DataEngineering,2019,26.3
CSE_0558,5.14,75,63,7,97,2,34,1796,99,2,72,2,7,2,7,87,DevOps,2024,10.17
CSE_0559,8.78,48,36,40,12,7,61,1081,17,4.3,49,12,6,4,5,59,DevOps,2022,0
CSE_0560,8.1,93,83,5,0,23,0,1785,8,4.6,80,1,9,1,4,59,DevOps,2019,1.32
CSE_0561,8.52,84,48,68,33,14,99,1911,61,4.1,94,3,6,0,1,1,AI_ML,2021,13.38
CSE_0562,6.06,30,20,43,92,42,24,2027,56,1.8,11,2,4,2,6,65,DataEngineering,2019,41.58
CSE_0563,5.68,57,73,63,47,30,44,815,28,1.3,22,6,11,2,1,90,FullStack,2018,6.81
CSE_0564,5.07,60,63,28,76,72,48,1974,77,3.4,53,9,12,0,4,13,AI_ML,2023,0
CSE_0565,6.75,23,4,27,47,44,97,1735,24,1.2,68,14,8,4,1,47,AI_ML,2019,9.74
CSE_0566,7.95,19,99,10,48,65,88,1053,14,3.7,99,14,4,4,1,55,AI_ML,2020,0
CSE_0567,6.96,36,69,64,63,7,15,2011,5,3.1,58,7,1,3,6,11,FullStack,2024,25.64
CSE_0568,7.19,3,89,18,60,70,97,1128,41,3.7,35,5,2,5,8,95,DevOps,2021,16.96
CSE_0569,9.52,91,3,8,28,56,92,1343,28,3.4,2,2,3,4,4,91,DataEngineering,2019,14.37
CSE_0570,6.74,19,38,26,38,79,18,1582,78,2.7,57,5,4,3,6,54,Cybersecurity,2021,23.99
CSE_0571,7.57,59,34,33,87,98,22,1796,92,1.8,87,14,12,5,3,27,Cybersecurity,2023,0
CSE_0572,8.92,23,0,43,25,29,82,2220,3,2.2,54,15,2,2,1,88,DataEngineering,2018,8.44
CSE_0573,6.98,49,23,67,16,73,24,2340,81,3.1,56,1,11,0,2,3,FullStack,2020,20.96
CSE_0574,8.11,48,56,99,70,17,15,2282,56,3.6,16,14,6,4,1,89,Cybersecurity,2022,0
CSE_0575,9.31,50,99,81,12,68,53,2153,48,4.1,38,11,4,3,4,35,AI_ML,2019,0
CSE_0576,9.75,95,69,14,68,92,72,1644,43,4.1,89,6,4,2,5,49,Cybersecurity,2018,0.22
CSE_0577,5.74,35,40,50,25,38,0,1992,79,4.9,67,13,5,4,6,2,DataEngineering,2021,3.97
CSE_0578,9.63,97,53,12,48,59,41,1165,74,2.1,54,10,6,1,2,0,AI_ML,2023,0
CSE_0579,7.46,99,45,82,66,97,18,2001,13,1.3,44,9,9,2,3,16,Cybersecurity,2024,0
CSE_0580,6.29,65,59,48,6,42,96,1454,2,2.4,75,13,9,4,7,70,DataEngineering,2021,0
CSE_0581,7.3,78,59,69,57,44,33,2185,61,4,0,6,7,2,3,61,FullStack,2024,0
CSE_0582,9.9,33,56,55,48,22,79,1559,63,2.8,20,3,8,0,6,47,DataEngineering,2023,11.49
CSE_0583,7.46,35,30,75,52,68,54,1438,44,4.3,82,12,10,0,5,61,FullStack,2024,0
CSE_0584,6.64,5,83,50,64,93,17,1863,81,3.2,20,7,3,0,6,68,AI_ML,2023,10.12
CSE_0585,8.17,38,23,36,61,5,33,1723,57,4.7,51,3,4,5,0,18,DataEngineering,2018,38.19
CSE_0586,6.2,41,88,16,16,55,88,1215,19,4.8,81,6,4,1,2,33,DevOps,2019,12.29
CSE_0587,5.38,57,35,57,42,3,44,2178,57,1.3,42,3,7,0,5,98,DevOps,2022,27.65
CSE_0588,5.64,11,84,86,24,92,5,1054,88,2.8,51,15,8,1,2,48,DevOps,2019,0
CSE_0589,5.64,2,29,89,2,22,20,1966,56,3.4,66,12,6,0,6,79,DevOps,2020,9.06
CSE_0590,5.76,17,23,28,78,5,69,1509,76,2,43,11,4,5,8,46,DevOps,2019,25.35
CSE_0591,5.69,39,29,32,28,31,95,1376,67,2.6,31,4,2,2,2,90,FullStack,2023,29.07
CSE_0592,8.2,20,85,59,31,17,47,1699,77,3.7,9,6,0,4,0,49,DataEngineering,2023,19.55
CSE_0593,5.91,14,91,90,25,14,38,810,96,1.9,63,12,10,4,5,88,AI_ML,2020,0
CSE_0594,6.73,96,6,88,15,39,30,825,91,3.4,78,13,8,0,0,25,DevOps,2021,0
CSE_0595,9.48,98,34,54,24,95,9,1756,51,3.8,68,13,4,4,0,55,DevOps,2023,0
CSE_0596,7.37,25,54,9,53,72,29,1220,36,1.4,67,12,8,0,7,77,AI_ML,2020,2.05
CSE_0597,8.34,7,91,46,27,100,17,2044,7,3,27,9,9,0,8,13,AI_ML,2023,0
CSE_0598,5.86,99,13,22,72,73,59,1295,43,2.1,52,2,11,3,1,77,DevOps,2022,5.18
CSE_0599,5.96,93,9,84,55,83,87,2060,97,3.9,50,9,12,3,8,24,FullStack,2023,0
CSE_0600,5.2,86,79,20,64,5,72,1036,4,1.8,52,4,3,3,4,99,AI_ML,2018,23.99
CSE_0601,5.84,41,15,12,92,62,94,1808,68,4.6,3,10,4,1,7,3,DataEngineering,2020,17.67
CSE_0602,6.39,43,53,100,85,66,14,1018,30,2.7,78,13,3,3,6,78,DataEngineering,2024,0
CSE_0603,5.89,13,94,32,79,10,3,2310,44,1.8,16,2,1,0,6,31,FullStack,2019,51.26
CSE_0604,5.44,77,88,23,40,42,62,1260,8,2.8,66,4,11,5,3,81,Cybersecurity,2020,0
CSE_0605,5.6,1,76,10,50,16,39,1462,31,2.6,73,13,0,5,1,77,FullStack,2021,16.2
CSE_0606,7.3,36,69,16,70,95,8,1434,32,2.7,46,2,7,2,4,64,DevOps,2023,10.07
CSE_0607,6.03,68,43,67,77,3,8,1967,66,3.3,55,10,3,3,2,60,Cybersecurity,2020,15.14
CSE_0608,6.82,37,72,46,28,62,25,1789,29,3.1,22,9,4,5,8,19,DevOps,2022,9.38
CSE_0609,7.52,40,44,24,82,67,3,988,75,1.6,17,10,5,3,5,73,DataEngineering,2020,6.45
CSE_0610,8.45,61,99,93,18,80,80,1054,28,1.3,0,6,7,2,0,9,AI_ML,2022,10.46
CSE_0611,5.2,59,55,72,65,40,15,867,2,3.9,34,12,10,5,2,87,DevOps,2023,0
CSE_0612,9,13,83,20,40,82,14,1415,89,3.2,63,0,7,0,3,33,DataEngineering,2019,26.21
CSE_0613,8.14,88,81,83,44,4,98,1135,56,2.4,57,8,6,1,8,60,FullStack,2023,0
CSE_0614,5.41,83,56,82,14,31,51,1470,29,4.2,94,8,3,3,5,91,DevOps,2021,0
CSE_0615,9.37,1,20,82,2,85,68,1620,8,2.6,58,4,5,5,3,26,DataEngineering,2018,35.13
CSE_0616,9.6,69,67,11,10,69,4,1673,25,4.2,0,8,3,5,0,39,AI_ML,2019,0
CSE_0617,5.31,16,49,36,52,34,19,2232,1,2.2,2,9,6,2,7,64,DevOps,2019,22.48
CSE_0618,6.38,88,32,41,45,21,78,1099,61,1.3,66,12,11,0,1,32,DataEngineering,2018,5.7
CSE_0619,9.03,27,90,16,29,64,17,1156,2,4.7,36,14,12,4,7,67,DevOps,2020,0
CSE_0620,8.74,65,6,100,56,83,1,1055,45,2.6,82,5,11,5,5,70,AI_ML,2023,0
CSE_0621,5.92,34,69,47,17,21,92,1807,67,4.2,28,14,12,1,7,8,DevOps,2020,0
CSE_0622,6.05,100,14,27,50,10,12,1152,24,2.1,88,4,12,2,5,15,DevOps,2020,17.73
CSE_0623,6.85,4,81,40,47,76,3,2344,50,3.6,32,12,10,5,4,4,DataEngineering,2023,0
CSE_0624,7.42,64,31,98,65,2,41,1323,12,4.5,99,2,0,5,4,97,Cybersecurity,2021,23
CSE_0625,8.09,39,74,46,95,8,73,1749,43,1.2,60,10,4,2,7,22,DevOps,2019,21.53
CSE_0626,6.84,75,19,17,7,59,60,1555,34,4.3,92,10,9,2,6,42,Cybersecurity,2022,0
CSE_0627,7.31,55,87,77,21,75,94,1083,54,3.3,89,7,11,3,7,88,FullStack,2018,0
CSE_0628,8.74,35,14,98,5,86,7,2135,86,3.4,3,15,9,5,7,56,DevOps,2019,0
CSE_0629,5.18,44,47,70,75,13,66,898,8,3.1,13,3,3,4,6,50,Cybersecurity,2020,35.23
CSE_0630,6.26,22,70,12,56,96,62,996,1,4.5,90,15,10,1,1,12,FullStack,2018,0
CSE_0631,8.57,46,20,81,35,17,8,1281,60,1.2,32,9,6,0,8,23,DataEngineering,2022,23.65
CSE_0632,9.48,30,41,100,78,72,93,1677,40,2,21,12,12,0,6,10,DevOps,2019,0
CSE_0633,7.56,10,25,12,91,22,10,2049,43,4.5,47,14,8,4,5,51,DataEngineering,2019,1.77
CSE_0634,7.66,9,13,99,56,73,98,1414,63,4,2,12,4,2,8,16,FullStack,2021,16.27
CSE_0635,5.54,66,56,30,48,82,100,1417,30,1.1,86,2,3,2,0,36,DataEngineering,2019,40.16
CSE_0636,7.24,13,36,1,44,46,41,2188,46,3.1,84,12,8,2,1,12,DataEngineering,2019,9.63
CSE_0637,7.66,79,57,15,81,68,12,1167,1,3.1,22,5,4,5,0,61,AI_ML,2022,4.79
CSE_0638,6.21,73,20,8,65,46,35,1369,95,2.6,67,7,8,2,2,90,FullStack,2022,0
CSE_0639,6.35,92,81,72,76,86,12,1389,81,2.2,20,12,7,2,4,83,DataEngineering,2018,0
CSE_0640,6.89,9,68,37,44,29,11,1898,76,3.7,100,14,3,5,0,96,Cybersecurity,2020,0
CSE_0641,5.1,75,2,74,78,24,36,1865,68,1.8,42,8,10,5,3,95,FullStack,2022,4.88
CSE_0642,6.61,93,86,53,19,27,73,1221,57,4.2,94,13,10,4,7,7,AI_ML,2018,0
CSE_0643,6.06,0,89,55,63,97,72,1635,43,4.2,84,5,6,3,5,55,DevOps,2019,16.24
CSE_0644,6.64,4,36,85,92,24,51,2004,73,2.7,25,4,4,5,0,92,DataEngineering,2018,44.7
CSE_0645,5.6,19,87,96,92,73,70,1344,55,2.1,40,11,9,1,0,82,Cybersecurity,2018,0
CSE_0646,9.45,7,48,99,66,77,1,870,42,2.1,98,10,3,2,2,69,AI_ML,2018,11.88
CSE_0647,7.97,42,18,86,82,57,55,2391,88,2.9,37,1,4,3,7,43,FullStack,2023,32.85
CSE_0648,8.4,75,88,44,2,93,59,1928,33,3.9,87,1,4,0,7,59,DataEngineering,2018,11.42
CSE_0649,8.95,0,84,33,53,40,22,2023,100,2.4,10,8,10,4,2,40,AI_ML,2022,2.18
CSE_0650,7.49,56,11,8,77,24,39,1924,29,3.4,28,1,8,3,6,20,AI_ML,2024,28.4
CSE_0651,5.43,63,60,87,63,77,63,1567,70,2.5,59,1,11,5,2,85,Cybersecurity,2024,1.15
CSE_0652,7.69,83,40,7,39,98,84,1106,69,2.2,66,2,8,2,3,41,DevOps,2024,6.88
CSE_0653,7.93,27,32,6,58,47,22,1176,54,1.1,64,15,5,2,8,73,DevOps,2024,0
CSE_0654,8.73,36,49,35,54,97,28,1454,66,1,60,2,3,2,3,73,DevOps,2023,22
CSE_0655,7.16,46,67,17,61,9,77,1477,12,1.9,18,3,1,3,2,28,FullStack,2020,36.1
CSE_0656,5.64,100,70,2,3,98,89,1198,2,2.6,45,6,2,2,4,79,AI_ML,2018,7.83
CSE_0657,6.42,75,85,27,59,74,50,1020,25,4.4,48,8,1,5,6,64,FullStack,2021,2.42
CSE_0658,6.82,36,32,69,74,10,68,981,56,4.2,21,1,4,3,4,16,AI_ML,2024,37.54
CSE_0659,8.23,48,80,43,94,84,94,1106,23,2.1,77,3,5,2,3,29,Cybersecurity,2019,24.87
CSE_0660,7.85,43,23,20,95,20,88,1321,52,2,56,8,10,0,7,25,Cybersecurity,2024,7.1
CSE_0661,6.78,55,60,27,90,85,30,2219,69,1.9,13,13,4,0,3,52,FullStack,2024,0
CSE_0662,9.93,27,60,53,29,44,49,1813,42,2.4,43,1,1,1,1,18,FullStack,2019,38.77
CSE_0663,8.03,78,97,53,1,6,19,803,59,3,15,9,11,2,5,52,Cybersecurity,2023,0
CSE_0664,6.19,5,27,64,61,80,54,1662,57,2.8,96,10,4,2,1,84,DataEngineering,2019,20.44
CSE_0665,5.51,60,57,99,48,63,80,1647,48,1.9,76,12,8,3,2,16,DevOps,2019,8.89
CSE_0666,5.76,19,42,20,8,63,1,1603,41,1.5,11,0,3,3,0,45,DevOps,2023,51.92
CSE_0667,6.23,77,40,98,91,1,24,2104,75,1.1,54,9,11,2,4,84,Cybersecurity,2019,6.01
CSE_0668,5.8,1,38,12,30,75,12,1014,99,1.6,50,7,9,1,8,52,DevOps,2018,26.73
CSE_0669,5.93,72,85,56,97,41,91,1771,65,3.8,38,8,1,2,1,63,DataEngineering,2024,3.86
CSE_0670,6.43,36,48,48,60,81,69,2243,10,2,32,6,2,5,6,44,DataEngineering,2020,30.08
CSE_0671,5.87,19,16,53,78,53,66,900,97,2.9,32,7,2,3,4,48,AI_ML,2023,26.54
CSE_0672,9.48,25,97,9,47,74,57,1762,89,3.4,28,3,8,2,1,18,FullStack,2021,5.24
CSE_0673,5.4,28,69,52,24,15,98,2344,17,4.5,68,15,3,3,7,70,DevOps,2023,0
CSE_0674,7.62,0,69,43,35,17,81,1372,84,4.6,69,3,0,2,5,80,DataEngineering,2022,35.09
CSE_0675,7.05,34,97,46,7,98,74,2132,99,4,30,12,0,4,3,64,FullStack,2021,0
CSE_0676,9.91,69,64,52,72,58,83,1457,51,1.1,79,1,6,3,3,36,FullStack,2022,15.01
CSE_0677,5.56,100,73,73,57,89,63,1738,45,3.3,30,7,6,1,1,69,AI_ML,2023,0
CSE_0678,6.99,58,84,45,100,15,68,2333,43,4.1,88,14,1,4,2,25,FullStack,2022,0
CSE_0679,9.85,68,4,12,44,5,82,1886,21,1.1,45,10,8,5,6,1,FullStack,2021,9.98
CSE_0680,9.33,32,1,36,61,56,85,1025,52,3.2,96,1,8,2,2,58,Cybersecurity,2018,25.06
CSE_0681,9.09,50,21,23,38,46,58,904,58,4.4,76,8,4,5,4,95,AI_ML,2023,0
CSE_0682,6.29,77,56,1,95,47,59,1571,93,2.9,51,13,2,3,5,4,AI_ML,2023,3.5
CSE_0683,5.85,11,65,85,57,41,82,2248,29,1,9,3,2,4,5,36,DevOps,2019,46.89
CSE_0684,8.34,19,73,80,80,75,61,2078,7,1,87,0,11,5,3,30,FullStack,2023,18.8
CSE_0685,9.65,52,97,99,98,59,15,1228,97,2.7,73,12,2,1,5,75,DevOps,2024,0
CSE_0686,7.78,87,15,13,100,76,87,1233,56,1.6,40,3,5,3,2,98,DataEngineering,2024,8.44
CSE_0687,7.86,42,50,9,82,3,67,2030,72,3.7,94,2,3,4,6,93,FullStack,2023,20.11
CSE_0688,6.4,97,38,34,63,1,14,1851,19,3.8,76,11,7,5,6,47,DataEngineering,2018,0
CSE_0689,8.85,88,85,24,43,89,88,1481,24,1.7,2,5,12,4,3,5,Cybersecurity,2019,0
CSE_0690,5.94,49,75,2,28,58,54,2159,18,4.6,58,15,10,4,1,14,FullStack,2020,0
CSE_0691,6.62,28,87,16,58,26,34,1387,4,2.8,51,6,12,5,6,14,DevOps,2022,4.57
CSE_0692,7.13,56,39,11,70,26,54,1892,74,1.6,33,7,10,0,2,60,DevOps,2021,9.23
CSE_0693,7.54,38,37,53,91,78,13,1665,78,4.1,48,1,10,2,0,15,FullStack,2020,19.85
CSE_0694,6.21,94,59,23,8,71,48,1545,71,4.2,27,5,4,3,1,19,DevOps,2019,5.34
CSE_0695,5.57,55,58,28,91,6,82,2336,82,3.6,82,14,0,3,8,76,FullStack,2024,0
CSE_0696,8.05,42,9,42,5,62,99,1990,86,4.4,86,5,8,3,7,43,AI_ML,2024,1.77
CSE_0697,6.44,49,98,24,28,45,6,1663,26,3.9,95,9,0,4,5,41,DevOps,2024,6.78
CSE_0698,7.91,22,63,99,57,62,29,1167,39,4.5,12,11,5,5,5,45,FullStack,2018,0
CSE_0699,5.77,43,62,59,16,11,82,1050,95,2.7,96,4,0,2,0,94,FullStack,2024,27.13
CSE_0700,7.41,37,48,89,15,12,48,1658,25,4,97,9,2,1,1,33,DevOps,2021,16.14
CSE_0701,7.66,83,63,64,86,42,88,1655,26,5,96,9,9,3,3,63,AI_ML,2022,0
CSE_0702,5.26,22,31,83,94,16,15,1993,61,3.9,68,6,4,5,2,28,DevOps,2023,29.16
CSE_0703,6.68,44,6,27,2,62,50,1913,82,1.5,66,2,9,2,0,2,FullStack,2023,29.52
CSE_0704,5.67,51,20,15,20,80,71,1360,49,3.1,60,15,6,2,7,8,AI_ML,2020,1.15
CSE_0705,5.32,79,19,46,63,35,81,2269,41,3.3,59,3,9,0,6,74,DataEngineering,2022,13.76
CSE_0706,9.95,49,25,80,89,84,91,1093,28,1.7,70,9,7,5,3,74,Cybersecurity,2019,5.38
CSE_0707,6.61,7,67,91,35,7,79,1718,38,4.9,23,12,11,3,8,24,DevOps,2022,0
CSE_0708,9.05,84,85,57,100,68,82,1973,59,1.7,62,8,8,4,3,85,FullStack,2018,0
CSE_0709,6.27,0,14,75,85,89,41,1955,40,1.7,85,3,5,2,0,41,AI_ML,2020,38.53
CSE_0710,8.41,7,84,26,61,79,16,1232,32,4.7,60,2,10,2,0,45,AI_ML,2020,5.48
CSE_0711,8.8,28,78,52,41,35,62,858,82,2.9,22,13,8,1,0,72,DataEngineering,2018,0
CSE_0712,7.98,95,85,41,75,27,44,1768,100,1.3,29,1,7,0,0,83,DevOps,2022,10.76
CSE_0713,7.36,4,91,58,41,92,76,1635,82,3.4,59,4,8,2,3,58,AI_ML,2024,6.86
CSE_0714,7.06,85,13,46,60,46,6,998,96,3.4,17,3,9,2,0,20,DataEngineering,2018,18.87
CSE_0715,6.74,46,26,93,12,75,26,1014,15,1.3,95,12,3,4,1,73,FullStack,2024,1.6
CSE_0716,9.65,33,39,33,10,100,9,1697,22,4.9,55,12,8,4,3,21,DataEngineering,2021,0
CSE_0717,9.15,64,57,36,53,29,33,2384,6,3.2,52,7,6,1,6,28,DevOps,2018,8.35
CSE_0718,9.83,54,27,5,15,22,35,1271,25,3.2,6,6,4,5,1,62,DataEngineering,2024,11.21
CSE_0719,5.62,89,25,6,7,15,24,1046,95,3.1,96,5,4,1,7,72,AI_ML,2022,21.82
CSE_0720,8.65,42,62,95,58,13,5,1181,11,3.4,68,10,0,1,6,60,AI_ML,2024,4.45
CSE_0721,9.69,73,65,95,56,73,23,1790,71,2.1,91,15,1,4,8,63,Cybersecurity,2018,0
CSE_0722,5.91,29,24,24,39,70,17,2062,4,2.1,71,11,9,5,5,68,DataEngineering,2019,1.8
CSE_0723,5.33,81,2,32,58,51,86,1726,91,3,78,1,2,4,3,39,FullStack,2023,36.33
CSE_0724,8.71,16,71,54,1,36,5,2190,68,4.2,51,2,7,0,5,74,DevOps,2018,18.46
CSE_0725,7.87,25,43,57,93,28,28,1991,48,1.2,3,9,5,3,3,0,Cybersecurity,2023,24.4
CSE_0726,9.21,7,96,6,93,66,24,1359,25,3.4,33,8,11,3,6,64,DataEngineering,2018,0
CSE_0727,5.7,46,41,56,75,14,54,1874,4,4.2,68,12,9,0,8,61,FullStack,2022,0
CSE_0728,8.98,75,98,11,9,99,80,1488,21,1.6,32,8,10,3,2,53,Cybersecurity,2021,0
CSE_0729,6.01,90,5,15,43,46,45,1179,78,1.1,68,14,12,5,2,59,AI_ML,2021,0
CSE_0730,5.82,71,38,79,10,45,23,1273,12,2.3,37,4,4,4,1,45,DevOps,2023,16.76
CSE_0731,5.82,88,51,42,78,51,74,1903,27,3.4,97,13,12,3,0,4,DataEngineering,2022,0
CSE_0732,9.07,45,22,99,79,18,25,1496,32,1.6,25,2,0,5,0,21,FullStack,2024,45.14
CSE_0733,8.33,67,88,76,80,76,97,2190,22,2.7,0,1,11,4,2,89,AI_ML,2022,0
CSE_0734,7.62,32,49,6,89,20,27,2284,96,3.2,3,7,10,5,6,52,Cybersecurity,2022,0
